Votado| B| CLAIM| NA| NA| 0
esta| O| NA| NA| NA| 0
llena| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
cerdos| O| NA| NA| NA| 0
si| O| NA| NA| NA| 0
señor| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
cerdos| O| NA| NA| NA| 0
Estoy| O| NA| NA| NA| 0
cansado| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
ver| O| NA| NA| NA| 0
compresas| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
pañales| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
condones| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
farolas| O| NA| NA| NA| 0
rotas| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
paradas| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
autobús| O| NA| NA| NA| 0
con| O| NA| NA| NA| 0
cristales| O| NA| NA| NA| 0
rotos| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
botellas| O| NA| NA| NA| 0
rotas| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
suelo| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
largo| O| NA| NA| NA| 0
etc.| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
basura| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
supera| O| NA| NA| NA| 0
con| O| NA| NA| NA| 0
creces| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
eces| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
animales| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Yo| O| NA| NA| NA| 0
estaría| O| NA| NA| NA| 0
encantado| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
pagar| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
impuesto| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
muy| O| NA| NA| NA| 0
buen| O| NA| NA| NA| 0
agrado| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
si| O| NA| NA| NA| 0
mi| O| NA| NA| NA| 0
mascota| O| NA| NA| NA| 0
pudiera| O| NA| NA| NA| 0
viajar| O| NA| NA| NA| 0
conmigo| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
transporte| O| NA| NA| NA| 0
público| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
si| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
parques| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
vías| O| NA| NA| NA| 0
urbanas| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
ciudad| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
adecuaran| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
perros| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
En| O| NA| NA| NA| 0
ese| O| NA| NA| NA| 0
caso| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
solo| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
ese| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
estaría| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
favor| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
pagar| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
contribuir| O| NA| NA| NA| 0
al| O| NA| NA| NA| 0
bien| O| NA| NA| NA| 0
común| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

De| O| NA| NA| NA| 0
acuerdo| O| NA| NA| NA| 0
con| O| NA| NA| NA| 0
esto| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
hecho| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
natural| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Enfrente| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
mi| O| NA| NA| NA| 0
casa| O| NA| NA| NA| 0
hay| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
arenero| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
mi| O| NA| NA| NA| 0
perra| O| NA| NA| NA| 0
desde| O| NA| NA| NA| 0
cachorro| O| NA| NA| NA| 0
hace| O| NA| NA| NA| 0
ahí| O| NA| NA| NA| 0
sus| O| NA| NA| NA| 0
necesidades| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
nunca| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
hace| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
acera| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
le| O| NA| NA| NA| 0
gusta| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Si| O| NA| NA| NA| 0
estamos| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
otro| O| NA| NA| NA| 0
sitio| O| NA| NA| NA| 0
busca| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
trocito| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
tierra| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Lamento| O| NA| NA| NA| 0
tu| O| NA| NA| NA| 0
estilo| O| NA| NA| NA| 0
rígido| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
pensar| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
este| O| NA| NA| NA| 0
tema| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Abre| O| NA| NA| NA| 0
tu| O| NA| NA| NA| 0
mente| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
creatividad| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Limpieza| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
suciedad| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
basura| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
graffitis| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
remodelación| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
aluche| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Estas| O| NA| NA| NA| 0
poniendo| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
mi| O| NA| NA| NA| 0
boca| O| NA| NA| NA| 0
algo| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
he| O| NA| NA| NA| 0
dicho| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
mi| B| CLAIM| NA| NA| 0
madre| I| CLAIM| NA| NA| 0
no| I| CLAIM| NA| NA| 0
llega| I| CLAIM| NA| NA| 0
a| I| CLAIM| NA| NA| 0
los| I| CLAIM| NA| NA| 0
55| I| CLAIM| NA| NA| 0
años| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
por| I| CLAIM| NA| NA| 0
el| I| CLAIM| NA| NA| 0
trayecto| I| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
tiene| I| CLAIM| NA| NA| 0
hasta| I| CLAIM| NA| NA| 0
su| I| CLAIM| NA| NA| 0
trabajo| I| CLAIM| NA| NA| 0
no| I| CLAIM| NA| NA| 0
más| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
5| I| CLAIM| NA| NA| 0
km| I| CLAIM| NA| NA| 0
lo| I| CLAIM| NA| NA| 0
podría| I| CLAIM| NA| NA| 0
hacer| I| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
bicicleta| I| CLAIM| NA| NA| 0
perfectamente| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
pero| B| PREMISE| OPPOSITION| ATTACK| -1
ni| I| PREMISE| OPPOSITION| ATTACK| -1
loco| I| PREMISE| OPPOSITION| ATTACK| -1
la| I| PREMISE| OPPOSITION| ATTACK| -1
digo| I| PREMISE| OPPOSITION| ATTACK| -1
que| I| PREMISE| OPPOSITION| ATTACK| -1
se| I| PREMISE| OPPOSITION| ATTACK| -1
meta| I| PREMISE| OPPOSITION| ATTACK| -1
a| I| PREMISE| OPPOSITION| ATTACK| -1
lidiar| I| PREMISE| OPPOSITION| ATTACK| -1
con| I| PREMISE| OPPOSITION| ATTACK| -1
coches| I| PREMISE| OPPOSITION| ATTACK| -1
,| I| PREMISE| OPPOSITION| ATTACK| -1
autobuses| I| PREMISE| OPPOSITION| ATTACK| -1
taxis| I| PREMISE| OPPOSITION| ATTACK| -1
ect| I| PREMISE| OPPOSITION| ATTACK| -1
.| O| NA| NA| NA| 0
Claro| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
eso| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
motivo| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
esta| O| NA| NA| NA| 0
propuesta| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
haya| O| NA| NA| NA| 0
carriles| O| NA| NA| NA| 0
bicicleta| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
condiciones| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
medida| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
posible| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
vayan| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
acera| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
aunque| O| NA| NA| NA| 0
sea| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
principio| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
calles| O| NA| NA| NA| 0
más| O| NA| NA| NA| 0
principales| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Lo| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
facilita| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
uso| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
bicicleta| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
Barcelona| O| NA| NA| NA| 0
además| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
bicicleta| O| NA| NA| NA| 0
pública| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
esto| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
Es| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
calle| O| NA| NA| NA| 0
elegida| O| NA| NA| NA| 0
al| O| NA| NA| NA| 0
azar| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
dime| O| NA| NA| NA| 0
donde| O| NA| NA| NA| 0
ves| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
peligro| O| NA| NA| NA| 0
o| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
inconveniente| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Si| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
respeta| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
señalización| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
tiene| O| NA| NA| NA| 0
porque| O| NA| NA| NA| 0
haber| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
altercado| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Propongo| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
salgas| O| NA| NA| NA| 0
con| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
escoba| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
empueces| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
limpiar| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
detrás| O| NA| NA| NA| 0
iré| O| NA| NA| NA| 0
yo| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
te| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
prometo| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Mientras| O| NA| NA| NA| 0
tanto| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
más| B| CLAIM| NA| NA| 0
paciencia| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
así| B| PREMISE| REASON| SUPPORT| -1
llevamos| I| PREMISE| REASON| SUPPORT| -1
unos| I| PREMISE| REASON| SUPPORT| -1
años| I| PREMISE| REASON| SUPPORT| -1
y| I| PREMISE| REASON| SUPPORT| -1
pocos| I| PREMISE| REASON| SUPPORT| -1
se| I| PREMISE| REASON| SUPPORT| -1
quejaban| I| PREMISE| REASON| SUPPORT| -1
de| I| PREMISE| REASON| SUPPORT| -1
la| I| PREMISE| REASON| SUPPORT| -1
situación| I| PREMISE| REASON| SUPPORT| -1
.| O| NA| NA| NA| 0
A| B| PREMISE| REASON| SUPPORT| -2
ver| I| PREMISE| REASON| SUPPORT| -2
si| I| PREMISE| REASON| SUPPORT| -2
ahora| I| PREMISE| REASON| SUPPORT| -2
vamos| I| PREMISE| REASON| SUPPORT| -2
a| I| PREMISE| REASON| SUPPORT| -2
exigir| I| PREMISE| REASON| SUPPORT| -2
al| I| PREMISE| REASON| SUPPORT| -2
un| I| PREMISE| REASON| SUPPORT| -2
nuevo| I| PREMISE| REASON| SUPPORT| -2
gobierno| I| PREMISE| REASON| SUPPORT| -2
lo| I| PREMISE| REASON| SUPPORT| -2
que| I| PREMISE| REASON| SUPPORT| -2
no| I| PREMISE| REASON| SUPPORT| -2
le| I| PREMISE| REASON| SUPPORT| -2
exigimos| I| PREMISE| REASON| SUPPORT| -2
al| I| PREMISE| REASON| SUPPORT| -2
que| I| PREMISE| REASON| SUPPORT| -2
estuvo| I| PREMISE| REASON| SUPPORT| -2
20| I| PREMISE| REASON| SUPPORT| -2
años| I| PREMISE| REASON| SUPPORT| -2
en| I| PREMISE| REASON| SUPPORT| -2
el| I| PREMISE| REASON| SUPPORT| -2
Consistorio| I| PREMISE| REASON| SUPPORT| -2
.| O| NA| NA| NA| 0

Votado| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Propongo| O| NA| NA| NA| 0
Zonas| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
perros| O| NA| NA| NA| 0
puedan| O| NA| NA| NA| 0
estar| O| NA| NA| NA| 0
libres| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
pipi-can| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
votad| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Sabes| O| NA| NA| NA| 0
cuanto| O| NA| NA| NA| 0
cuesta| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
prueba| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
ADN| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Tienes| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
carril| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
Castellana| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
otras| O| NA| NA| NA| 0
muchas| O| NA| NA| NA| 0
calles| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
ir| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
bicicleta| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Lo| O| NA| NA| NA| 0
sabrás| O| NA| NA| NA| 0
porque| O| NA| NA| NA| 0
tiene| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
dibujo| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
bicicleta| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
señal| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
prohibido| O| NA| NA| NA| 0
ir| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
más| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
30| O| NA| NA| NA| 0
Lo| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
hay| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
hacer| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
obligar| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
coches| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
cumplir| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
normas| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
circulación| O| NA| NA| NA| 0
adelantar| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
1,5| O| NA| NA| NA| 0
m.| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
respetar| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
límite| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
velocidad| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
etc.| O| NA| NA| NA| 0

Esto| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
hacen| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
valencia| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Para| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
con| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
ADN| O| NA| NA| NA| 0
poder| O| NA| NA| NA| 0
cruzar| O| NA| NA| NA| 0
datos| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
multar| O| NA| NA| NA| 0
al| O| NA| NA| NA| 0
cerdo| O| NA| NA| NA| 0
del| O| NA| NA| NA| 0
dueño| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
A| O| NA| NA| NA| 0
mi| O| NA| NA| NA| 0
como| O| NA| NA| NA| 0
dueño| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
perro| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
recoge| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
excrementos| O| NA| NA| NA| 0
me| O| NA| NA| NA| 0
parece| O| NA| NA| NA| 0
buena| O| NA| NA| NA| 0
propuesta| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

El| O| NA| NA| NA| 0
miedo| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
subjetivo| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
depende| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
cada| O| NA| NA| NA| 0
uno| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Yo| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
me| O| NA| NA| NA| 0
atrevo| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
creo| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
habiendo| O| NA| NA| NA| 0
tanto| O| NA| NA| NA| 0
sitio| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
debería| O| NA| NA| NA| 0
ser| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
problema| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
además| O| NA| NA| NA| 0
así| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
le| O| NA| NA| NA| 0
daría| O| NA| NA| NA| 0
más| O| NA| NA| NA| 0
importancia| O| NA| NA| NA| 0
Yo| O| NA| NA| NA| 0
creo| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
ejemplo| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
tramo| O| NA| NA| NA| 0
norte| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
Joaquín| O| NA| NA| NA| 0
Costa| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
Pza| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
Castilla| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
puede| O| NA| NA| NA| 0
quitar| O| NA| NA| NA| 0
todo| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
aparcamiento| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
batería| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
entre| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
árboles| O| NA| NA| NA| 0
plantados| O| NA| NA| NA| 0
hacer| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
buen| O| NA| NA| NA| 0
carril| O| NA| NA| NA| 0
bicicleta| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
ambos| O| NA| NA| NA| 0
lados| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Incluso| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
ese| O| NA| NA| NA| 0
caso| O| NA| NA| NA| 0
concreto| O| NA| NA| NA| 0
creo| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
bulevares| O| NA| NA| NA| 0
están| O| NA| NA| NA| 0
sobre| O| NA| NA| NA| 0
dimensionados| O| NA| NA| NA| 0
puesto| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
pasea| O| NA| NA| NA| 0
casi| O| NA| NA| NA| 0
nadie| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
ellos| O| NA| NA| NA| 0
Es| O| NA| NA| NA| 0
incomodo| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
cruces| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
deberían| O| NA| NA| NA| 0
usarse| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
tranvía| O| NA| NA| NA| 0
o| O| NA| NA| NA| 0
carril| O| NA| NA| NA| 0
bicicleta| O| NA| NA| NA| 0
si| O| NA| NA| NA| 0
fuese| O| NA| NA| NA| 0
necesario| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
En| O| NA| NA| NA| 0
cualquier| O| NA| NA| NA| 0
caso| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
carriles| O| NA| NA| NA| 0
laterales| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
transporte| O| NA| NA| NA| 0
público| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
entrada| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
garajes| O| NA| NA| NA| 0
solamente| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Yo| O| NA| NA| NA| 0
veo| O| NA| NA| NA| 0
más| O| NA| NA| NA| 0
fácil| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
creen| O| NA| NA| NA| 0
empleo| O| NA| NA| NA| 0
como| O| NA| NA| NA| 0
vigilante| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
estos| O| NA| NA| NA| 0
casos| O| NA| NA| NA| 0
reforzándolo| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
zonas| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
más| O| NA| NA| NA| 0
problema| O| NA| NA| NA| 0
haya| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Yo| O| NA| NA| NA| 0
recojo| O| NA| NA| NA| 0
siempre| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
regalitos| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
mis| O| NA| NA| NA| 0
perros| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
pero| O| NA| NA| NA| 0
me| O| NA| NA| NA| 0
cansa| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
poder| O| NA| NA| NA| 0
ni| O| NA| NA| NA| 0
pisar| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
plazoletas| O| NA| NA| NA| 0
o| O| NA| NA| NA| 0
jardincitos| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
cantidad| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
excrementos| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
hay| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Lo| B| CLAIM| NA| NA| 0
del| I| CLAIM| NA| NA| 0
adn| I| CLAIM| NA| NA| 0
me| I| CLAIM| NA| NA| 0
parece| I| CLAIM| NA| NA| 0
una| I| CLAIM| NA| NA| 0
bobada| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
teniendo| B| PREMISE| EXPLANATION| SUPPORT| -1
en| I| PREMISE| EXPLANATION| SUPPORT| -1
cuenta| I| PREMISE| EXPLANATION| SUPPORT| -1
que| I| PREMISE| EXPLANATION| SUPPORT| -1
muchos| I| PREMISE| EXPLANATION| SUPPORT| -1
perros| I| PREMISE| EXPLANATION| SUPPORT| -1
orinan| I| PREMISE| EXPLANATION| SUPPORT| -1
sobre| I| PREMISE| EXPLANATION| SUPPORT| -1
las| I| PREMISE| EXPLANATION| SUPPORT| -1
heces| I| PREMISE| EXPLANATION| SUPPORT| -1
de| I| PREMISE| EXPLANATION| SUPPORT| -1
otros| I| PREMISE| EXPLANATION| SUPPORT| -1
para| I| PREMISE| EXPLANATION| SUPPORT| -1
dejar| I| PREMISE| EXPLANATION| SUPPORT| -1
su| I| PREMISE| EXPLANATION| SUPPORT| -1
olor| I| PREMISE| EXPLANATION| SUPPORT| -1
en| I| PREMISE| EXPLANATION| SUPPORT| -1
lugar| I| PREMISE| EXPLANATION| SUPPORT| -1
del| I| PREMISE| EXPLANATION| SUPPORT| -1
otro| I| PREMISE| EXPLANATION| SUPPORT| -1
.| O| NA| NA| NA| 0
Von| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
cual| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
pagariamls| O| NA| NA| NA| 0
justos| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
pecadores| O| NA| NA| NA| 0
igualmente| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Es| O| NA| NA| NA| 0
muy| O| NA| NA| NA| 0
sencillo| O| NA| NA| NA| 0
:| O| NA| NA| NA| 0
perros| O| NA| NA| NA| 0
sí| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
cacas| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
!| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Hay| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
propuesta| O| NA| NA| NA| 0
muy| O| NA| NA| NA| 0
buena| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
acabar| O| NA| NA| NA| 0
con| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
cacas| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
perros| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
calle| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Por| O| NA| NA| NA| 0
favor| O| NA| NA| NA| 0
votadla| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
dadle| O| NA| NA| NA| 0
difusión| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Tener| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
mascota| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
hombre| O| NA| NA| NA| 0
ya| O| NA| NA| NA| 0
data| O| NA| NA| NA| 0
