Limpiar| B| MAJOR_CLAIM| NA| NA| 0
recortes| I| PREMISE| ALTERNATIVE| ATTACK| -4
desde| I| PREMISE| ALTERNATIVE| ATTACK| -4
Europa| I| PREMISE| ALTERNATIVE| ATTACK| -4
.| O| NA| NA| NA| 0
Podemos| B| PREMISE| OPPOSITION| ATTACK| -5
seguir| I| PREMISE| OPPOSITION| ATTACK| -5
obviando| I| PREMISE| OPPOSITION| ATTACK| -5
este| I| PREMISE| OPPOSITION| ATTACK| -5
tema| I| PREMISE| OPPOSITION| ATTACK| -5
,| I| PREMISE| OPPOSITION| ATTACK| -5
pensar| I| PREMISE| OPPOSITION| ATTACK| -5
que| I| PREMISE| OPPOSITION| ATTACK| -5
no| I| PREMISE| OPPOSITION| ATTACK| -5
pasa| I| PREMISE| OPPOSITION| ATTACK| -5
nada| I| PREMISE| OPPOSITION| ATTACK| -5
pero| O| NA| NA| NA| 0
ahora| B| PREMISE| OPPOSITION| ATTACK| -1
es| I| PREMISE| OPPOSITION| ATTACK| -1
el| I| PREMISE| OPPOSITION| ATTACK| -1
momento| I| PREMISE| OPPOSITION| ATTACK| -1
de| I| PREMISE| OPPOSITION| ATTACK| -1
plantear| I| PREMISE| OPPOSITION| ATTACK| -1
acciones| I| PREMISE| OPPOSITION| ATTACK| -1
contra| I| PREMISE| OPPOSITION| ATTACK| -1
la| I| PREMISE| OPPOSITION| ATTACK| -1
pobreza| I| PREMISE| OPPOSITION| ATTACK| -1
:| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Eduquense| B| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
no| I| CLAIM| NA| NA| 0
ensucien| I| CLAIM| NA| NA| 0
tanto| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
La| B| CLAIM| NA| NA| 0
limpieza| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
las| I| CLAIM| NA| NA| 0
calles| I| CLAIM| NA| NA| 0
debe| I| CLAIM| NA| NA| 0
aplicarse| I| CLAIM| NA| NA| 0
igual| I| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
todos| I| CLAIM| NA| NA| 0
los| I| CLAIM| NA| NA| 0
distritos| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
Porque| O| NA| NA| NA| 0
en| B| PREMISE| EXEMPLIFICATION| SUPPORT| -1
distritos| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
como| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
Vallecas| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
haya| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
mucha| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
gente| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
que| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
le| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
gusta| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
ser| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
poco| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
educada| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
y| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
civica| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
.| O| NA| NA| NA| 0
No| B| CLAIM| NA| NA| 0
se| I| CLAIM| NA| NA| 0
debe| I| CLAIM| NA| NA| 0
gastar| I| CLAIM| NA| NA| 0
más| I| CLAIM| NA| NA| 0
dinero| I| CLAIM| NA| NA| 0
para| I| CLAIM| NA| NA| 0
lumpiezas| I| CLAIM| NA| NA| 0
extras| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
Si| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
se| B| PREMISE| ALTERNATIVE| ATTACK| -1
eduque| I| PREMISE| ALTERNATIVE| ATTACK| -1
la| I| PREMISE| ALTERNATIVE| ATTACK| -1
gente| I| PREMISE| ALTERNATIVE| ATTACK| -1
que| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
eso| O| NA| NA| NA| 0
la| B| PREMISE| GOAL| SUPPORT| -1
educación| I| PREMISE| GOAL| SUPPORT| -1
es| I| PREMISE| GOAL| SUPPORT| -1
gratuita| I| PREMISE| GOAL| SUPPORT| -1
y| I| PREMISE| GOAL| SUPPORT| -1
para| I| PREMISE| GOAL| SUPPORT| -1
todos| I| PREMISE| GOAL| SUPPORT| -1
.| O| NA| NA| NA| 0

Mi| O| NA| NA| NA| 0
madre| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
era| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
señora| O| NA| NA| NA| 0
muy| O| NA| NA| NA| 0
sabia| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
mi| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
claro| O| NA| NA| NA| 0
está| O| NA| NA| NA| 0
decía| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
más| O| NA| NA| NA| 0
limpio| O| NA| NA| NA| 0
quien| O| NA| NA| NA| 0
más| O| NA| NA| NA| 0
lava| O| NA| NA| NA| 0
si| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
quien| O| NA| NA| NA| 0
menos| O| NA| NA| NA| 0
ensucia| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
La| B| CLAIM| NA| NA| 0
base| I| CLAIM| NA| NA| 0
está| I| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
educación| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
todo| O| NA| NA| NA| 0
;| O| NA| NA| NA| 0
educación| B| PREMISE| RESTATEMENT| SUPPORT| -1
desde| I| PREMISE| RESTATEMENT| SUPPORT| -1
la| I| PREMISE| RESTATEMENT| SUPPORT| -1
familia| I| PREMISE| RESTATEMENT| SUPPORT| -1
y| I| PREMISE| RESTATEMENT| SUPPORT| -1
los| I| PREMISE| RESTATEMENT| SUPPORT| -1
colegios| I| PREMISE| RESTATEMENT| SUPPORT| -1
.| O| NA| NA| NA| 0

Sí| B| CLAIM| NA| NA| 0
limpiar| I| CLAIM| NA| NA| 0
limpian| I| CLAIM| NA| NA| 0
al| I| CLAIM| NA| NA| 0
menos| I| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
mi| I| CLAIM| NA| NA| 0
barrio| I| CLAIM| NA| NA| 0
Usera| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
pero| O| NA| NA| NA| 0
la| B| PREMISE| OPPOSITION| ATTACK| -1
gente| I| PREMISE| OPPOSITION| ATTACK| -1
no| I| PREMISE| OPPOSITION| ATTACK| -1
colabora| I| PREMISE| OPPOSITION| ATTACK| -1
demasiado| I| PREMISE| OPPOSITION| ATTACK| -1
,| O| NA| NA| NA| 0
al| B| PREMISE| EXEMPLIFICATION| SUPPORT| -1
rato| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
o| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
al| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
día| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
siguiente| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
más| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
y| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
lo| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
vuelven| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
a| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
limpiar| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
porque| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
yo| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
veo| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
a| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
los| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
camiones| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
y| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
servicio| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
limpieza| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
y.| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
Otra| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
vez| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
,| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
no| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
dan| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
a| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
basto| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
,| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
verdad| O| NA| NA| NA| 0
¿| O| NA| NA| NA| 0
Qué| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
puede| O| NA| NA| NA| 0
hacer| O| NA| NA| NA| 0
?| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
mejor| O| NA| NA| NA| 0
habría| B| PREMISE| RESULT| SUPPORT| -2
que| I| PREMISE| RESULT| SUPPORT| -2
multar| I| PREMISE| RESULT| SUPPORT| -2
a| I| PREMISE| RESULT| SUPPORT| -2
los| I| PREMISE| RESULT| SUPPORT| -2
marranetes| I| PREMISE| RESULT| SUPPORT| -2
recurrentes| I| PREMISE| RESULT| SUPPORT| -2
multa| I| PREMISE| RESULT| SUPPORT| -2
que| I| PREMISE| RESULT| SUPPORT| -2
puedan| I| PREMISE| RESULT| SUPPORT| -2
pagar| I| PREMISE| RESULT| SUPPORT| -2
con| I| PREMISE| RESULT| SUPPORT| -2
dinero| I| PREMISE| RESULT| SUPPORT| -2
u| I| PREMISE| RESULT| SUPPORT| -2
horas| I| PREMISE| RESULT| SUPPORT| -2
de| I| PREMISE| RESULT| SUPPORT| -2
trabajo| I| PREMISE| RESULT| SUPPORT| -2
limpiando| I| PREMISE| RESULT| SUPPORT| -2
.| O| NA| NA| NA| 0
Una| O| NA| NA| NA| 0
idea| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Las| B| PREMISE| CONDITION| ATTACK| 1
empresas| I| PREMISE| CONDITION| ATTACK| 1
privadas| I| PREMISE| CONDITION| ATTACK| 1
de| I| PREMISE| CONDITION| ATTACK| 1
limpieza| I| PREMISE| CONDITION| ATTACK| 1
tienen| I| PREMISE| CONDITION| ATTACK| 1
que| I| PREMISE| CONDITION| ATTACK| 1
cumplir| I| PREMISE| CONDITION| ATTACK| 1
con| I| PREMISE| CONDITION| ATTACK| 1
lo| I| PREMISE| CONDITION| ATTACK| 1
firmado| I| PREMISE| CONDITION| ATTACK| 1
en| I| PREMISE| CONDITION| ATTACK| 1
contrato| I| PREMISE| CONDITION| ATTACK| 1
,| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
contrario| O| NA| NA| NA| 0
el| B| CLAIM| NA| NA| 0
Ayuntamiento| I| CLAIM| NA| NA| 0
perfectamente| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
obligatoriamente| I| CLAIM| NA| NA| 0
deben| I| CLAIM| NA| NA| 0
rescindir| I| CLAIM| NA| NA| 0
el| I| CLAIM| NA| NA| 0
contrato| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
e| O| NA| NA| NA| 0
incluso| O| NA| NA| NA| 0
si| O| NA| NA| NA| 0
así| B| PREMISE| CONDITION| SUPPORT| 1
figura| I| PREMISE| CONDITION| SUPPORT| 1
en| I| PREMISE| CONDITION| SUPPORT| 1
contrato| I| PREMISE| CONDITION| SUPPORT| 1
,| I| PREMISE| CONDITION| SUPPORT| 1
que| I| PREMISE| CONDITION| SUPPORT| 1
debería| I| PREMISE| CONDITION| SUPPORT| 1
de| I| PREMISE| CONDITION| SUPPORT| 1
figurar| I| PREMISE| CONDITION| SUPPORT| 1
sancionar| B| PREMISE| ADDITION| SUPPORT| -2
económicamente| I| PREMISE| ADDITION| SUPPORT| -2
a| I| PREMISE| ADDITION| SUPPORT| -2
estas| I| PREMISE| ADDITION| SUPPORT| -2
.| O| NA| NA| NA| 0

Limpiar| B| PREMISE| NA| NA| 0
las| I| PREMISE| NA| NA| 0
calles| I| PREMISE| NA| NA| 0
si| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
ensuciar| B| PREMISE| ADDITION| SUPPORT| -1
menos| I| PREMISE| ADDITION| SUPPORT| -1
también| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
más| B| PREMISE| ADDITION| SUPPORT| -2
cultura| I| PREMISE| ADDITION| SUPPORT| -2
cívica| I| PREMISE| ADDITION| SUPPORT| -2
para| O| NA| NA| NA| 0
no| B| PREMISE| GOAL| SUPPORT| -1
ensuciar| I| PREMISE| GOAL| SUPPORT| -1
las| I| PREMISE| GOAL| SUPPORT| -1
calles| I| PREMISE| GOAL| SUPPORT| -1
también| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
no| B| PREMISE| REASON| SUPPORT| -2
se| I| PREMISE| REASON| SUPPORT| -2
trata| I| PREMISE| REASON| SUPPORT| -2
de| I| PREMISE| REASON| SUPPORT| -2
limpiar| I| PREMISE| REASON| SUPPORT| -2
mucho| I| PREMISE| REASON| SUPPORT| -2
si| O| NA| NA| NA| 0
el| B| PREMISE| CONDITION| SUPPORT| -1
ciudadano| I| PREMISE| CONDITION| SUPPORT| -1
no| I| PREMISE| CONDITION| SUPPORT| -1
es| I| PREMISE| CONDITION| SUPPORT| -1
consciente| I| PREMISE| CONDITION| SUPPORT| -1
de| I| PREMISE| CONDITION| SUPPORT| -1
reciclar| I| PREMISE| CONDITION| SUPPORT| -1
y| I| PREMISE| CONDITION| SUPPORT| -1
utilizar| I| PREMISE| CONDITION| SUPPORT| -1
las| I| PREMISE| CONDITION| SUPPORT| -1
papelera| I| PREMISE| CONDITION| SUPPORT| -1
y| I| PREMISE| CONDITION| SUPPORT| -1
contenedores| I| PREMISE| CONDITION| SUPPORT| -1
adecuadamente| I| PREMISE| CONDITION| SUPPORT| -1
y| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
cuanto| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
su| O| NA| NA| NA| 0
argumento| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
menos| O| NA| NA| NA| 0
propuesta| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
limpiar| O| NA| NA| NA| 0
ya| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
incompatible| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
cosa| O| NA| NA| NA| 0
con| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
otra| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
me| O| NA| NA| NA| 0
gustaría| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
pusiera| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
misma| O| NA| NA| NA| 0
enjundia| O| NA| NA| NA| 0
con| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
guarr@s| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
ensucian| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
calles| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Habrá| B| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
empezar| I| CLAIM| NA| NA| 0
por| I| CLAIM| NA| NA| 0
no| I| CLAIM| NA| NA| 0
ensuciar| I| CLAIM| NA| NA| 0
entonces| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0

El| B| CLAIM| NA| NA| 0
barrio| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
San| I| CLAIM| NA| NA| 0
Isidro| I| CLAIM| NA| NA| 0
da| I| CLAIM| NA| NA| 0
bastante| I| CLAIM| NA| NA| 0
pena| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
sobretodo| O| NA| NA| NA| 0
desde| B| PREMISE| PRECISION| SUPPORT| -1
que| I| PREMISE| PRECISION| SUPPORT| -1
está| I| PREMISE| PRECISION| SUPPORT| -1
ocupada| I| PREMISE| PRECISION| SUPPORT| -1
la| I| PREMISE| PRECISION| SUPPORT| -1
casa| I| PREMISE| PRECISION| SUPPORT| -1
en| I| PREMISE| PRECISION| SUPPORT| -1
la| I| PREMISE| PRECISION| SUPPORT| -1
calle| I| PREMISE| PRECISION| SUPPORT| -1
José| I| PREMISE| PRECISION| SUPPORT| -1
Garrido| I| PREMISE| PRECISION| SUPPORT| -1
.| O| NA| NA| NA| 0
La| B| PREMISE| EXEMPLIFICATION| SUPPORT| -2
calle| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
está| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
llena| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
excrementos| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
los| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
perros| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
que| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
dejan| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
sueltos| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
y| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
los| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
cuales| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
nos| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
recogen| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
sus| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
excrementos| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
.| O| NA| NA| NA| 0
Por| O| NA| NA| NA| 0
otro| O| NA| NA| NA| 0
lado| O| NA| NA| NA| 0
dejan| B| PREMISE| ADDITION| SUPPORT| -1
ropa| I| PREMISE| ADDITION| SUPPORT| -1
tirada| I| PREMISE| ADDITION| SUPPORT| -1
por| I| PREMISE| ADDITION| SUPPORT| -1
el| I| PREMISE| ADDITION| SUPPORT| -1
suelo| I| PREMISE| ADDITION| SUPPORT| -1
de| I| PREMISE| ADDITION| SUPPORT| -1
toda| I| PREMISE| ADDITION| SUPPORT| -1
la| I| PREMISE| ADDITION| SUPPORT| -1
calle| I| PREMISE| ADDITION| SUPPORT| -1
y| I| PREMISE| ADDITION| SUPPORT| -1
muebles| I| PREMISE| ADDITION| SUPPORT| -1
y| I| PREMISE| ADDITION| SUPPORT| -1
basura| I| PREMISE| ADDITION| SUPPORT| -1
.| O| NA| NA| NA| 0
Esto| B| PREMISE| ADDITION| SUPPORT| -4
empeora| I| PREMISE| ADDITION| SUPPORT| -4
si| O| NA| NA| NA| 0
el| B| PREMISE| CONDITION| SUPPORT| -1
único| I| PREMISE| CONDITION| SUPPORT| -1
servicio| I| PREMISE| CONDITION| SUPPORT| -1
que| I| PREMISE| CONDITION| SUPPORT| -1
hay| I| PREMISE| CONDITION| SUPPORT| -1
es| I| PREMISE| CONDITION| SUPPORT| -1
un| I| PREMISE| CONDITION| SUPPORT| -1
barrendero| I| PREMISE| CONDITION| SUPPORT| -1
que| I| PREMISE| CONDITION| SUPPORT| -1
pasa| I| PREMISE| CONDITION| SUPPORT| -1
como| I| PREMISE| CONDITION| SUPPORT| -1
mucho| I| PREMISE| CONDITION| SUPPORT| -1
una| I| PREMISE| CONDITION| SUPPORT| -1
vez| I| PREMISE| CONDITION| SUPPORT| -1
a| I| PREMISE| CONDITION| SUPPORT| -1
la| I| PREMISE| CONDITION| SUPPORT| -1
semana| I| PREMISE| CONDITION| SUPPORT| -1
.| O| NA| NA| NA| 0
Por| O| NA| NA| NA| 0
favor| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
nosotros| B| PREMISE| CONCLUSION| SUPPORT| -6
también| I| PREMISE| CONCLUSION| SUPPORT| -6
merecemos| I| PREMISE| CONCLUSION| SUPPORT| -6
un| I| PREMISE| CONCLUSION| SUPPORT| -6
barrio| I| PREMISE| CONCLUSION| SUPPORT| -6
limpio| I| PREMISE| CONCLUSION| SUPPORT| -6
.| O| NA| NA| NA| 0

Unir| B| MAJOR_CLAIM| NA| NA| 0
el| I| MAJOR_CLAIM| NA| NA| 0
centro| I| MAJOR_CLAIM| NA| NA| 0
con| I| MAJOR_CLAIM| NA| NA| 0
Madrid| I| MAJOR_CLAIM| NA| NA| 0
Río| I| MAJOR_CLAIM| NA| NA| 0
de| I| MAJOR_CLAIM| NA| NA| 0
forma| I| MAJOR_CLAIM| NA| NA| 0
peatonal| I| MAJOR_CLAIM| NA| NA| 0

El| B| PREMISE| REASON| SUPPORT| 2
centro| I| PREMISE| REASON| SUPPORT| 2
turístico| I| PREMISE| REASON| SUPPORT| 2
y| I| PREMISE| REASON| SUPPORT| 2
comercial| I| PREMISE| REASON| SUPPORT| 2
de| I| PREMISE| REASON| SUPPORT| 2
Madrid| I| PREMISE| REASON| SUPPORT| 2
está| I| PREMISE| REASON| SUPPORT| 2
sólo| I| PREMISE| REASON| SUPPORT| 2
a| I| PREMISE| REASON| SUPPORT| 2
700| I| PREMISE| REASON| SUPPORT| 2
metros| I| PREMISE| REASON| SUPPORT| 2
de| I| PREMISE| REASON| SUPPORT| 2
la| I| PREMISE| REASON| SUPPORT| 2
Casa| I| PREMISE| REASON| SUPPORT| 2
de| I| PREMISE| REASON| SUPPORT| 2
Campo| I| PREMISE| REASON| SUPPORT| 2
y| I| PREMISE| REASON| SUPPORT| 2
de| I| PREMISE| REASON| SUPPORT| 2
Madrid| I| PREMISE| REASON| SUPPORT| 2
Rio| I| PREMISE| REASON| SUPPORT| 2
,| O| NA| NA| NA| 0
pero| O| NA| NA| NA| 0
las| B| PREMISE| OPPOSITION| ATTACK| -1
conexiones| I| PREMISE| OPPOSITION| ATTACK| -1
a| I| PREMISE| OPPOSITION| ATTACK| -1
él| I| PREMISE| OPPOSITION| ATTACK| -1
son| I| PREMISE| OPPOSITION| ATTACK| -1
terribles| I| PREMISE| OPPOSITION| ATTACK| -1
.| O| NA| NA| NA| 0
Propongo| B| CLAIM| NA| NA| 0
unirlo| I| CLAIM| NA| NA| 0
con| I| CLAIM| NA| NA| 0
calles| I| CLAIM| NA| NA| 0
peatonales| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
arboladas| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0

En| B| CLAIM| NA| NA| 0
Madrid| I| CLAIM| NA| NA| 0
tenemos| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
suerte| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
tener| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
Casa| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
Campo| I| CLAIM| NA| NA| 0
muy| I| CLAIM| NA| NA| 0
cerca| I| CLAIM| NA| NA| 0
del| I| CLAIM| NA| NA| 0
centro| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
ciudad| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
Sólo| B| PREMISE| REASON| SUPPORT| -1
700| I| PREMISE| REASON| SUPPORT| -1
metros| I| PREMISE| REASON| SUPPORT| -1
separan| I| PREMISE| REASON| SUPPORT| -1
el| I| PREMISE| REASON| SUPPORT| -1
pulmón| I| PREMISE| REASON| SUPPORT| -1
verde| I| PREMISE| REASON| SUPPORT| -1
de| I| PREMISE| REASON| SUPPORT| -1
la| I| PREMISE| REASON| SUPPORT| -1
capital| I| PREMISE| REASON| SUPPORT| -1
con| I| PREMISE| REASON| SUPPORT| -1
Plaza| I| PREMISE| REASON| SUPPORT| -1
de| I| PREMISE| REASON| SUPPORT| -1
España| I| PREMISE| REASON| SUPPORT| -1
y| I| PREMISE| REASON| SUPPORT| -1
 | I| PREMISE| REASON| SUPPORT| -1
la| I| PREMISE| REASON| SUPPORT| -1
Gran| I| PREMISE| REASON| SUPPORT| -1
Vía| I| PREMISE| REASON| SUPPORT| -1
a| I| PREMISE| REASON| SUPPORT| -1
través| I| PREMISE| REASON| SUPPORT| -1
de| I| PREMISE| REASON| SUPPORT| -1
la| I| PREMISE| REASON| SUPPORT| -1
cuesta| I| PREMISE| REASON| SUPPORT| -1
de| I| PREMISE| REASON| SUPPORT| -1
San| I| PREMISE| REASON| SUPPORT| -1
Vicente| I| PREMISE| REASON| SUPPORT| -1
,| O| NA| NA| NA| 0
pero| O| NA| NA| NA| 0
 | O| NA| NA| NA| 0
curiosamente| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
los| B| PREMISE| OPPOSITION| ATTACK| -2
Madrileños| I| PREMISE| OPPOSITION| ATTACK| -2
y| I| PREMISE| OPPOSITION| ATTACK| -2
turistas| I| PREMISE| OPPOSITION| ATTACK| -2
no| I| PREMISE| OPPOSITION| ATTACK| -2
usan| I| PREMISE| OPPOSITION| ATTACK| -2
esta| I| PREMISE| OPPOSITION| ATTACK| -2
vía| I| PREMISE| OPPOSITION| ATTACK| -2
para| I| PREMISE| OPPOSITION| ATTACK| -2
disfrutar| I| PREMISE| OPPOSITION| ATTACK| -2
de| I| PREMISE| OPPOSITION| ATTACK| -2
Madrid| I| PREMISE| OPPOSITION| ATTACK| -2
Rio| I| PREMISE| OPPOSITION| ATTACK| -2
o| I| PREMISE| OPPOSITION| ATTACK| -2
la| I| PREMISE| OPPOSITION| ATTACK| -2
Casa| I| PREMISE| OPPOSITION| ATTACK| -2
de| I| PREMISE| OPPOSITION| ATTACK| -2
Campo| I| PREMISE| OPPOSITION| ATTACK| -2
,| O| NA| NA| NA| 0
ya| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
la| B| PREMISE| REASON| SUPPORT| -1
calle| I| PREMISE| REASON| SUPPORT| -1
Cuesta| I| PREMISE| REASON| SUPPORT| -1
de| I| PREMISE| REASON| SUPPORT| -1
San| I| PREMISE| REASON| SUPPORT| -1
Vicente| I| PREMISE| REASON| SUPPORT| -1
u| I| PREMISE| REASON| SUPPORT| -1
otras| I| PREMISE| REASON| SUPPORT| -1
que| I| PREMISE| REASON| SUPPORT| -1
conectan| I| PREMISE| REASON| SUPPORT| -1
el| I| PREMISE| REASON| SUPPORT| -1
centro| I| PREMISE| REASON| SUPPORT| -1
con| I| PREMISE| REASON| SUPPORT| -1
la| I| PREMISE| REASON| SUPPORT| -1
casa| I| PREMISE| REASON| SUPPORT| -1
de| I| PREMISE| REASON| SUPPORT| -1
campo| I| PREMISE| REASON| SUPPORT| -1
están| I| PREMISE| REASON| SUPPORT| -1
tremendamente| I| PREMISE| REASON| SUPPORT| -1
contaminadas| I| PREMISE| REASON| SUPPORT| -1
y| I| PREMISE| REASON| SUPPORT| -1
son| I| PREMISE| REASON| SUPPORT| -1
peligrosas| I| PREMISE| REASON| SUPPORT| -1
para| I| PREMISE| REASON| SUPPORT| -1
circular| I| PREMISE| REASON| SUPPORT| -1
con| I| PREMISE| REASON| SUPPORT| -1
bicicleta| I| PREMISE| REASON| SUPPORT| -1
.| O| NA| NA| NA| 0
